Age,Gender,Hydration_Level,Oil_Level,Sensitivity,Humidity,Temperature,Skin_Type,skin_score,skin_age
29,Male,Low,High,Medium,78.8,21,Oily,66.5,29.8
56,Male,Medium,Medium,Low,53.6,29.9,Normal,100,36
41,Male,Low,Low,High,30.1,17.4,Dry,45.1,51.9
53,Male,Low,Low,High,41.1,19.2,Dry,47.4,64.7
47,Male,Medium,Medium,Medium,70.7,28.5,Oily,85.2,32
40,Male,Medium,Medium,Medium,41.8,29.8,Combination,100,24.2
32,Female,Medium,Medium,Low,60.1,16.1,Normal,100,18
39,Male,Medium,High,Medium,53,21.9,Oily,100,23.5
22,Male,Medium,High,Low,72.3,27.3,Oily,100,15
54,Male,Medium,Medium,Medium,49.4,13.6,Normal,100,39.6
46,Female,Low,High,Medium,80,18.5,Oily,56.8,47.1
36,Female,Medium,High,Medium,75.8,33.4,Oily,81.6,27.3
42,Male,Medium,Medium,Low,53.7,19.3,Normal,100,25.8
29,Male,Medium,High,Medium,70.1,24.7,Oily,93.9,23
38,Female,Low,Low,High,27.6,16.9,Dry,28.2,58
25,Female,High,Medium,Low,52.2,16.6,Normal,100,15
58,Male,Low,Low,High,40.6,10,Dry,35,78
55,Male,Medium,Low,Low,52.9,13.2,Combination,86.7,35
34,Male,Medium,Medium,Low,54.7,14.8,Normal,100,15.2
52,Male,High,Medium,Medium,33.3,16.6,Normal,100,32
54,Male,Low,High,Medium,73.1,23.8,Oily,68.9,53.8
28,Male,Low,High,Low,77.2,27.8,Oily,75.6,20.8
55,Female,Low,Low,High,26.3,18.6,Dry,40.8,70.7
55,Female,High,Medium,Low,63.4,19.2,Normal,100,35
26,Male,Low,High,Medium,69.9,26.9,Oily,75.4,19.1
39,Male,Medium,Medium,Medium,65.5,16.1,Normal,100,27.7
41,Female,High,Medium,Low,54.8,17.5,Normal,100,24
26,Female,Low,Low,High,29.6,10,Dry,37.4,40.2
37,Male,Medium,High,Low,68.8,27,Normal,100,18.8
29,Male,Medium,High,High,58.9,24,Combination,86.8,23.3
50,Female,Low,Low,High,22.8,16.8,Dry,24.8,70
49,Female,Medium,Medium,Medium,60.8,20.9,Normal,100,34
47,Male,Low,Low,High,28.7,18.4,Dry,33.1,67
54,Male,High,Medium,Low,64.6,18.1,Normal,100,34
39,Male,Low,Low,High,24.5,17.7,Combination,42,59
45,Male,Low,Low,High,25.2,17.5,Dry,33.6,65
30,Male,Medium,Medium,Low,66.8,18.3,Normal,100,16.3
31,Male,High,High,Medium,47.3,15,Combination,100,15
44,Male,Low,Low,High,26.2,15.2,Dry,27.9,64
39,Male,Low,Low,High,42.1,14.6,Combination,37.9,55.9
56,Male,Medium,High,Medium,57.7,28.6,Normal,90.1,36
38,Male,Low,High,Medium,80,31.2,Oily,58.2,40.3
26,Female,High,Medium,Low,46.2,21.2,Normal,100,15
29,Male,Medium,Medium,Medium,52.8,22.7,Oily,100,15
35,Female,Medium,High,Medium,73.7,32.2,Combination,85.8,23.3
26,Male,Low,Low,High,29.6,14.9,Dry,37.7,40.9
40,Female,Low,Low,High,34.2,14.4,Dry,30.6,60
34,Male,Low,Medium,Low,45.2,22.2,Combination,88.6,25.8
44,Male,Low,Low,High,27,14.5,Dry,32.3,64
42,Female,High,Medium,Medium,42,17.3,Combination,100,27.2
43,Male,Medium,High,Low,74.6,23.7,Normal,100,23.2
44,Female,Medium,Low,Medium,52,29.1,Oily,93.8,32.9
52,Male,Low,High,Medium,67.7,23.6,Oily,65.3,51.2
55,Female,Low,High,Low,74.9,24.6,Oily,65,49
25,Female,Low,Low,High,26.9,14.2,Dry,41.6,41.3
34,Female,Medium,Medium,Low,61.2,14.4,Normal,100,20.9
34,Male,Medium,Medium,Medium,55,22.4,Combination,100,26.8
32,Female,High,Medium,Medium,63.8,19.9,Normal,100,17.1
28,Female,Medium,Medium,Low,39,20.8,Normal,100,16.8
57,Female,Low,Low,High,34,16.5,Dry,37,76.3
45,Female,High,Medium,Medium,51.9,22.5,Oily,100,28.8
48,Male,Medium,Medium,High,29,14.1,Normal,78.7,43.4
53,Female,Medium,Medium,Medium,63.2,18.4,Normal,100,37.2
52,Male,Medium,Low,Low,39.9,15.8,Combination,96.5,32
29,Female,High,Medium,Low,59.2,30.3,Normal,100,15
42,Female,Medium,Medium,Low,60.6,33.9,Normal,100,33
57,Female,Low,Low,High,43.8,15.1,Normal,31.1,77
33,Male,High,High,High,23.9,14.6,Combination,79.2,21.8
52,Female,Medium,Medium,Medium,56,14.1,Normal,96.4,32.1
53,Male,Medium,High,Low,76.5,31,Oily,84.1,40.2
59,Female,Medium,High,Medium,75.9,25.1,Oily,79.3,39.8
50,Female,Low,Low,High,26.8,27,Dry,30.9,70
58,Male,Low,Low,High,27,19.8,Dry,36.6,77.7
35,Male,Medium,High,Low,76.3,16.9,Combination,100,18.3
28,Male,Low,High,Medium,76.1,26.6,Oily,55.2,28.1
42,Male,Low,Low,High,27.7,11.3,Dry,35.2,57
28,Female,Medium,Medium,Medium,72.3,21.7,Normal,98,16.6
52,Male,Low,Low,High,52.1,14,Dry,29.2,72
32,Male,Low,Low,High,35.1,17,Combination,40,45.9
22,Female,Low,Low,High,56.8,23.9,Combination,54.8,32
30,Female,High,Medium,Low,39.5,19.1,Normal,100,15
51,Male,Medium,High,Low,58,32.8,Oily,96.7,31.9
34,Female,Medium,High,Medium,70.7,16.1,Oily,95.7,20.1
47,Female,Medium,Medium,Medium,33.8,11.5,Oily,91.1,35.5
29,Male,Medium,High,Medium,59.1,29.1,Oily,100,19
45,Male,Medium,High,Medium,67.9,31.3,Oily,87.5,34.2
34,Female,High,Medium,Medium,35.4,17.8,Normal,100,17
53,Male,Medium,Medium,Medium,42.2,14.4,Normal,97.9,33
42,Male,Low,Low,High,30.1,15.2,Dry,42.5,57.9
29,Female,Low,High,High,30.6,18.8,Dry,61.8,31.9
53,Female,High,Medium,Low,57,18.2,Normal,100,33
20,Male,Medium,High,Medium,74,25.5,Oily,92.4,15
24,Female,High,Medium,Medium,60,15.4,Normal,100,15
52,Male,Medium,High,Low,46,27.8,Oily,95.5,32
36,Female,High,Medium,Medium,43.1,14.5,Normal,100,19.2
24,Female,Medium,High,Medium,63.5,16.1,Oily,90.9,15
26,Male,Low,Low,High,30.3,14.4,Dry,33.7,46
55,Male,Low,Low,High,22.2,14.4,Dry,12.9,75
58,Male,Low,High,Low,77.9,24.1,Oily,58.7,58.1
38,Male,Low,Low,High,27.3,15.6,Combination,39,54
33,Male,Low,Low,High,28.7,17.1,Dry,41.8,47.4
47,Female,High,Medium,Medium,39.9,16.3,Normal,100,33.2
53,Female,Medium,High,Medium,43.9,29.2,Oily,89.4,33
29,Male,Low,Medium,Low,47.7,17.6,Normal,83,19.2
50,Male,High,Medium,Low,66.4,13.5,Normal,100,30
45,Male,Medium,High,Medium,66.6,27.6,Oily,94.7,31.9
36,Male,Low,High,High,52.5,14.9,Combination,47,39.6
31,Male,Low,Low,High,31.6,17.1,Combination,42.8,43.7
59,Female,Medium,Medium,Low,51.7,23.6,Normal,100,39
40,Male,Low,Low,High,27.6,19.8,Dry,39.9,60
48,Female,Medium,High,Medium,61,34.7,Oily,79.9,36.5
56,Female,Medium,Medium,Low,63.4,25.1,Normal,95.5,36
50,Male,Low,High,Medium,67.6,22.4,Oily,75.4,43.8
36,Female,Low,High,Medium,67.5,24.1,Oily,74.3,30.3
22,Female,Medium,Medium,Low,54.1,14.8,Normal,100,15
30,Male,Low,Low,High,26.1,24.2,Dry,32.2,45.5
52,Male,High,Medium,Low,51.7,14.2,Normal,100,32
44,Female,Medium,High,Medium,65.8,27.6,Oily,82.5,31.6
54,Female,Low,Low,High,51.9,10.2,Dry,36.4,74
55,Female,Medium,High,Low,62.7,22.4,Oily,94.3,35
45,Male,High,Medium,Low,62.4,20,Normal,100,25
33,Male,Medium,Medium,Medium,63.6,23.2,Combination,100,21.6
27,Female,Low,Low,High,80,19.3,Combination,36.9,43.1
37,Female,High,Medium,Medium,56.3,12.3,Normal,100,17
45,Female,Low,Low,High,25.1,17.1,Dry,29,65
45,Male,Low,High,Medium,70.5,24.7,Oily,59.1,43.8
25,Male,Medium,Medium,Low,57,14.1,Normal,100,15
53,Male,High,Medium,Medium,73.1,15.2,Normal,98.2,33
59,Male,Medium,High,Medium,64,30.9,Oily,83.2,39.9
34,Female,Medium,High,Medium,50.1,27.7,Oily,98,20.8
46,Male,Low,Low,High,42.1,15.7,Combination,37.4,66
40,Female,Medium,High,Medium,61.5,17.1,Normal,86.1,23.1
55,Male,Medium,High,Low,78.3,24.4,Oily,83.9,35.9
56,Male,Low,High,Medium,61.2,22.6,Oily,64.2,62.4
53,Female,High,Medium,Medium,44.3,11,Combination,100,33
57,Male,Medium,High,Low,58.4,25,Oily,96.3,37
56,Male,Medium,Medium,Low,52.6,26.8,Oily,98.4,36
45,Male,Medium,Medium,High,59.8,17.2,Normal,90.3,41
38,Female,Medium,Medium,Low,59.5,12.8,Normal,100,18.5
20,Female,High,Medium,Medium,53.1,15.6,Normal,100,15
43,Male,Medium,Low,Low,51.9,15.8,Normal,92.3,26
34,Female,Medium,Medium,Low,62.2,17.3,Normal,100,18.5
50,Female,Medium,Medium,Low,57.2,20.3,Normal,100,37.5
53,Female,Medium,Medium,Medium,75.2,19.1,Normal,91.1,38.6
51,Male,Low,High,Medium,78.2,25.9,Oily,58.5,52.4
58,Male,Low,Low,High,28.2,16.8,Dry,34.9,78
53,Female,Medium,High,Medium,45.2,20.8,Normal,93.4,33
27,Female,Medium,Medium,Low,63.9,21.5,Normal,100,15
38,Female,High,Medium,Low,46.9,26.9,Normal,100,18
30,Female,Medium,Medium,Low,60.5,19,Normal,100,15
22,Female,Low,Low,High,37,13.4,Dry,36.2,32
52,Male,Medium,High,Low,44.1,22.6,Normal,100,32
21,Female,Low,High,Medium,77.5,26,Oily,73.9,19
50,Female,High,Medium,Medium,30.1,21.1,Normal,100,31.3
59,Female,High,Medium,Low,52.4,16.1,Normal,100,39
48,Male,Low,Low,High,33.7,13.3,Dry,29.4,68
22,Female,Medium,Medium,Low,61,18.1,Normal,100,15
52,Female,High,Medium,Low,54.6,16.3,Normal,100,32
19,Male,Low,Low,High,31,13.8,Dry,36,29
58,Male,High,Medium,Low,56.9,15,Normal,100,38
25,Male,Medium,Low,Low,59.1,16.5,Combination,100,15
30,Male,Low,Low,High,26.4,16.6,Dry,41.8,48.2
56,Male,Medium,Medium,Medium,50.2,17.6,Normal,95.6,36
40,Female,Low,High,Medium,73.4,19.3,Oily,69.7,39.2
37,Female,Medium,Medium,Low,67.6,18.5,Normal,100,20
52,Male,Medium,Medium,Low,42.9,29.2,Normal,100,32
29,Male,Low,Low,High,26.9,10,Dry,38.1,49
25,Male,Low,Low,Low,59.6,15.7,Combination,84.8,15
56,Female,Low,Low,High,42.3,17,Dry,32.3,76
34,Female,Medium,High,Medium,68.3,25.6,Oily,100,21.6
58,Male,Low,High,Low,35.6,28.3,Oily,69,54.2
56,Female,Low,Low,High,48.2,15.7,Dry,47.1,66.9
25,Female,High,Medium,Medium,53.4,16.2,Normal,100,15
51,Male,Medium,High,Medium,79.5,23.9,Oily,94.7,33.1
21,Male,Low,Low,High,45.3,22.6,Dry,48.2,28.4
53,Female,Medium,Medium,Medium,51.4,22.1,Combination,97.4,36.7
41,Male,Medium,Low,High,26.7,14.9,Combination,68.5,42.8
38,Female,Low,Low,High,24.2,17.4,Dry,31.4,58
48,Male,High,Medium,Medium,56.7,14.9,Normal,100,32.8
32,Male,High,Medium,Low,36.6,18.9,Normal,100,15
34,Female,Medium,Medium,Medium,53.9,17.5,Normal,100,23.9
29,Female,Low,Low,High,31.9,13.8,Dry,45.5,37
53,Male,Medium,High,Low,55.5,20.3,Oily,100,33
50,Male,Low,High,Medium,80,22.4,Oily,57.9,52.7
25,Female,Low,Low,High,25.4,17.5,Combination,46.8,40.7
44,Female,Medium,High,High,42.1,14.3,Combination,68,41.3
55,Male,High,Medium,Low,26,17.6,Normal,100,35
39,Female,High,Medium,Medium,44.8,17.3,Normal,100,19.8
26,Male,Medium,High,Medium,72.3,21.4,Oily,93.9,15
38,Male,Low,Low,High,30.8,18.2,Dry,44.9,51
50,Male,Medium,Medium,Medium,63.1,21.7,Combination,95.6,39.4
52,Male,Low,High,Low,80,25.7,Oily,69.8,53.8
57,Male,High,Medium,Low,42.6,22.4,Combination,100,37
55,Male,Medium,High,Medium,80,30.3,Oily,89.8,35
22,Male,Low,Low,High,21.9,15.3,Dry,34.6,32
57,Female,Low,Low,High,44.2,23.7,Dry,42.9,71.4
45,Male,High,Medium,Low,37.2,26.1,Normal,100,28
27,Female,Medium,Medium,High,38.3,17.2,Normal,87.7,17.2
48,Male,Medium,Medium,Medium,64,13,Normal,99.5,38.6
52,Female,Medium,Medium,Medium,57.3,17.9,Combination,100,32
32,Male,High,Medium,Medium,59.4,15.1,Normal,100,15
53,Male,Low,Low,High,34,11.2,Dry,40.1,73
34,Male,High,Medium,Low,42,20.1,Normal,100,16.8
54,Female,Low,High,High,59.6,26.9,Oily,49.6,57.4
25,Male,Medium,High,Low,78.7,25.8,Oily,100,15
58,Male,Low,Low,High,24.8,18.3,Dry,22.8,78
18,Male,Low,High,Medium,68.4,24,Oily,80.4,15
35,Male,Low,Low,High,27.3,20.1,Dry,35.7,51.3
25,Male,Low,Low,High,24.6,13.5,Dry,36,44.2
50,Female,Low,Low,High,28.1,12.7,Dry,21.6,70
49,Male,Medium,High,Medium,61.1,32.2,Combination,80,44.4
56,Male,Low,Medium,Low,44.5,32.1,Combination,66.7,60.4
56,Female,Low,High,Medium,80,21.1,Oily,54.4,58.5
26,Male,Medium,Low,High,43.6,18.5,Normal,93.1,18.7
34,Female,Low,Low,High,27.7,17.1,Dry,29.4,54
22,Male,Medium,Medium,Low,54,21,Normal,100,15
59,Male,Low,Low,High,29.1,13.8,Dry,26,79
32,Male,Low,Low,High,27,12.4,Dry,51.1,45.3
34,Male,Medium,Medium,Low,54.8,22.2,Normal,100,15.4
52,Female,Low,High,Medium,74,26.7,Oily,65.7,51.8
39,Female,High,High,Low,57.3,28.5,Oily,100,19
28,Male,High,Medium,Medium,48.6,17.4,Normal,100,15
24,Female,High,Low,Medium,24.4,24.8,Combination,100,15
44,Male,Low,Low,High,31.7,14.7,Dry,39.9,64
22,Male,Low,Low,High,27.8,16,Dry,41,32
23,Female,Low,Low,High,25.2,14.8,Dry,39.5,33
29,Female,High,Medium,Medium,36.8,13.8,Combination,100,15
25,Female,Medium,Medium,Medium,37.9,20.8,Combination,100,15
52,Male,Low,High,High,52.5,25.5,Oily,41.1,63.9
59,Female,Medium,Medium,Medium,64,25.6,Oily,85.7,41.4
43,Male,High,Medium,Low,47.5,15.4,Combination,100,23
37,Male,Low,Low,High,43.8,17.7,Oily,42.2,54.4
25,Male,High,Medium,Medium,56.1,13.7,Normal,100,15
45,Female,Low,High,Medium,80,26.4,Oily,57,45.6
20,Female,Low,Low,High,28.6,12.4,Dry,42.7,30
49,Female,Medium,High,Low,40.4,16.9,Combination,99.6,34
20,Male,Medium,Medium,Medium,60.9,25.1,Normal,100,15
53,Male,Low,Low,High,29.4,17.6,Dry,37,73
59,Male,Low,High,Medium,80,23.7,Oily,56.3,64.8
37,Male,Medium,High,Medium,48.6,21.4,Oily,100,21.4
50,Male,Medium,Medium,Low,68.3,17.7,Normal,100,38.7
58,Male,Low,Low,High,25.6,15.7,Dry,37,75.9
32,Female,High,Medium,Medium,46.4,20,Normal,100,16.3
55,Female,Medium,Medium,Medium,64.4,27.1,Normal,99.2,35
34,Male,High,Medium,Medium,40,23.4,Normal,100,16.5
45,Male,High,Medium,Medium,51.8,19.7,Combination,100,25.2
39,Female,Medium,High,Low,46.6,25.8,Combination,100,19
56,Male,Medium,Medium,Medium,50.8,22.6,Oily,100,36
53,Female,Medium,Medium,Low,45.1,22.7,Normal,100,33
58,Female,Low,High,Low,59.6,26.2,Combination,81.4,40.1
41,Female,High,Medium,Low,57,22.7,Normal,100,23.3
53,Male,High,Medium,High,34.6,15.4,Combination,94.6,35
47,Male,Medium,Medium,Low,46.4,21,Oily,100,29
52,Male,Medium,Medium,Low,65.7,16.8,Normal,100,32
38,Male,Low,High,Low,70.7,27.5,Oily,77.6,29
47,Female,Low,High,Medium,76.3,26.3,Oily,64.9,48
53,Male,Low,High,Low,75,25.3,Oily,58.8,52.7
31,Female,High,Medium,Medium,56.2,16.1,Normal,100,15
55,Female,Medium,Medium,Low,49.9,13.3,Normal,100,36.4
28,Female,High,Medium,Low,51.4,15.5,Normal,100,15
54,Male,Medium,High,Medium,80,21.2,Oily,82.4,36.6
52,Male,Low,Low,High,23.4,14.3,Dry,26.1,72
28,Male,Medium,Medium,Medium,56,25.2,Combination,100,15
33,Female,Medium,Medium,Low,42.7,17.7,Normal,100,15
32,Male,Medium,Medium,Low,53.4,24.2,Oily,100,17.8
56,Male,Low,Low,High,34.5,20.5,Combination,44.7,70.3
27,Male,Medium,Medium,Medium,60.6,30.5,Normal,97.3,16.7
35,Female,Low,Low,High,42.5,17.7,Dry,57.6,43.8
21,Male,Medium,High,Medium,60.1,25.7,Combination,100,15
35,Male,Medium,High,Low,71,18.5,Oily,100,18.1
55,Female,High,High,Medium,80,22.5,Oily,95,35
41,Male,Medium,Medium,Medium,34.2,18.6,Normal,100,30.9
31,Female,Low,Low,Medium,67.5,24.9,Oily,66.9,33
25,Male,Medium,Medium,Medium,68,22,Normal,100,17.5
31,Female,Low,High,Medium,77.9,26.2,Oily,67,30.7
59,Female,Medium,Medium,Low,52.6,22.6,Normal,100,39
59,Male,Low,Low,High,31.8,16.1,Dry,35.9,79
56,Male,Medium,High,Low,54.9,26.7,Oily,94.7,36
45,Female,Low,Low,High,57,22.8,Oily,47.5,59.1
21,Male,Low,Low,Medium,29.7,23.9,Oily,74.8,19.4
41,Male,High,Medium,Low,46.5,30.2,Combination,100,25.3
27,Male,Low,High,Medium,80,27.2,Oily,61,27.1
35,Male,Low,Low,High,24.4,15.7,Dry,29.4,55
30,Male,Medium,Medium,Low,43.4,16.2,Combination,100,15
18,Female,Low,Low,High,24.4,16.7,Dry,46.2,28
23,Male,Low,Low,High,25.2,24.3,Dry,51.4,33
56,Female,Low,Low,High,23.6,17.5,Dry,18.9,76
26,Female,High,Medium,Medium,48.3,14.9,Normal,100,15
56,Male,Low,Low,High,24.4,13.6,Dry,24.5,76
20,Male,Low,Low,High,28.9,16.3,Dry,53.6,30
31,Female,Medium,Medium,Low,50.5,19.8,Normal,100,15
41,Female,High,High,Low,46.1,24.5,Combination,100,21
35,Male,Low,Low,High,42.4,16.8,Dry,48.3,46.1
53,Male,Low,Low,High,47.6,16.7,Dry,30.4,73
30,Male,High,Medium,Medium,54,23.5,Normal,100,15
22,Female,Medium,High,Medium,27.6,22.9,Combination,95.6,15
59,Male,Medium,High,Low,58.1,25.1,Oily,89.1,39
44,Female,Medium,Medium,Medium,40.7,19.1,Combination,96,35.5
49,Female,Low,Low,High,21.3,15.8,Combination,33.5,69
46,Female,Low,Low,High,39,18.7,Combination,39.8,66
52,Male,Low,Low,High,45.5,16.9,Combination,40.4,67.4
57,Female,Medium,Medium,Low,58.8,16.4,Normal,100,37
54,Female,High,Medium,Low,43,16.2,Normal,100,34
48,Male,Low,Low,High,46.3,11.3,Dry,30,68
32,Female,Low,Low,High,31.1,10.8,Dry,39.9,52
50,Female,Medium,High,Low,61.2,27.1,Normal,99.9,30.6
38,Female,Medium,High,Low,62.3,21.5,Oily,100,19.9
28,Male,Low,High,Medium,80,22.9,Oily,64.8,30.1
35,Male,Low,Low,High,28.1,10.1,Dry,39,55
25,Male,Medium,Medium,Medium,52.4,18.3,Normal,100,15
31,Male,Low,High,Medium,80,27.2,Oily,58.6,33.6
46,Female,Low,Medium,Medium,62.7,21.4,Oily,81.7,43.8
31,Male,Low,Low,High,29.6,16.3,Dry,43.8,47.9
18,Male,Medium,High,Low,50.1,27.2,Oily,100,15
46,Male,Low,Low,High,27.3,19.5,Dry,35.5,66
29,Male,Medium,High,Medium,72.1,24.3,Oily,91,18.9
39,Female,Medium,High,Medium,66.7,25,Oily,92.4,28.8
42,Male,High,Medium,Low,21.8,12.9,Normal,100,23.5
36,Male,Low,Low,High,37.6,14.8,Dry,43,54.7
35,Male,Medium,High,Low,51.3,16.8,Oily,100,15
55,Male,Low,Low,High,33.8,13.5,Dry,38.8,75
26,Male,Low,Low,High,23.1,14.5,Dry,25.3,44.4
58,Male,Medium,High,Medium,59.9,24.5,Oily,85.7,38
43,Male,Low,Low,High,27,16.2,Dry,30.3,63
35,Male,Low,Low,High,29,17.1,Dry,35.5,51.5
23,Male,Low,Low,High,28.3,10,Dry,42.3,33
18,Female,Low,Low,High,29,13.1,Dry,36.6,28
44,Male,Medium,High,Medium,75.8,31.4,Oily,92.2,27.2
52,Male,Low,High,Medium,80,28.5,Oily,54.6,57.7
51,Female,Medium,High,Low,43.4,28.9,Combination,87.7,31
48,Male,Low,High,Medium,80,16.8,Oily,60,50.5
51,Female,Medium,Medium,Medium,62.2,24.7,Normal,97.9,31
51,Female,Low,Low,High,41.4,17.3,Dry,46.2,67.7
26,Female,Low,Medium,Medium,31.6,26.2,Oily,84.8,24.2
33,Female,Low,Low,High,38.4,20.1,Dry,39.7,51.2
27,Female,Low,Low,High,24.1,11.3,Dry,32.9,47
33,Male,Medium,High,Low,50.8,30,Oily,100,15.7
18,Female,Medium,Medium,Low,40.8,22.5,Normal,100,15
46,Male,Medium,High,Low,62.1,22.6,Normal,100,27.8
22,Male,Medium,Low,Medium,70.3,17.9,Combination,92.7,15
36,Male,Low,Low,High,27.9,14.9,Dry,27.9,56
36,Female,High,Medium,Medium,40.3,13.3,Normal,100,21.8
57,Male,Medium,Medium,Medium,60.7,30.2,Normal,91.7,38.9
54,Male,Medium,Medium,Low,66.8,21.7,Normal,100,35.6
59,Male,Low,High,Medium,80,30.7,Oily,59.4,60.4
27,Female,Medium,Medium,Medium,67.2,19.3,Normal,100,15
31,Female,Low,High,Medium,65.8,17.2,Oily,77.2,23.5
56,Female,Low,Low,High,23.9,10,Dry,19.9,76
55,Male,Low,Low,High,24.4,16.5,Combination,27.9,75
30,Male,High,Medium,Low,62.3,27.4,Normal,100,15
30,Female,Low,Low,High,31.9,15.5,Dry,34.8,50
19,Female,Medium,High,Low,46.2,26.7,Combination,100,15
20,Male,Low,Low,High,34.8,11.3,Dry,49.1,27
54,Female,Medium,Medium,Low,41.2,18.3,Normal,100,34
52,Male,Low,High,Low,57.9,21.7,Oily,76.1,38.8
39,Male,Low,Low,High,25.2,24.1,Dry,38.9,59
55,Male,High,Medium,Medium,59.8,26.3,Normal,100,35
49,Female,Low,High,Medium,79.2,25.2,Oily,50.3,51.6
45,Male,Low,High,Low,78,30.8,Oily,73.6,42
28,Female,Low,Low,High,23.8,17.3,Dry,34.8,48
53,Male,Low,Low,High,44.7,12.9,Combination,37.2,73
40,Female,High,Medium,Medium,65.7,21.8,Normal,100,25.9
35,Male,High,Medium,Medium,52.8,16.3,Normal,100,17.7
55,Female,Low,High,Medium,70.7,24.5,Oily,51.1,57.3
35,Male,Medium,High,Low,67.9,26.1,Oily,99.9,18.2
57,Female,Medium,Medium,Low,59.7,23.2,Normal,100,37
27,Male,Low,High,Medium,79.8,22.7,Oily,74.2,25.8
24,Male,Low,Low,High,27,11,Dry,40.5,34
51,Male,Medium,Medium,Low,50.1,20.7,Normal,100,31
55,Female,Medium,High,Medium,53.4,30.3,Oily,91,35
27,Male,Medium,High,Low,57.1,29.2,Combination,100,15
43,Male,Low,Low,High,27.8,17.3,Dry,39.3,63
34,Male,Medium,Medium,Low,41.9,12,Normal,100,16.3
22,Female,High,Medium,Low,68.7,29,Normal,100,15
37,Female,Medium,Medium,Medium,62.7,15.4,Normal,100,22
52,Male,High,Medium,Medium,45.6,25.2,Combination,99.6,32
25,Female,Medium,Medium,Low,63.2,14,Normal,100,15
46,Female,High,Medium,Medium,41.4,16.7,Combination,100,33.5
20,Female,Medium,Medium,Medium,45.3,25,Oily,100,15
59,Male,Medium,High,Medium,31.4,27,Normal,90,39
36,Female,Low,Low,High,23,11,Dry,26,56
48,Male,Low,Low,High,31.4,25.9,Dry,23,68
40,Female,High,Medium,Medium,69.9,14.1,Normal,100,26.3
50,Male,Medium,Medium,Low,62.7,16.6,Normal,100,34.3
20,Male,Low,High,Low,75.5,21.2,Oily,78.8,17.6
20,Male,Low,Medium,Medium,41.7,17,Combination,89.4,15
37,Male,Low,High,Low,59.3,19.5,Oily,82,29.2
26,Male,Medium,High,High,38.2,26.4,Combination,77.1,19.1
49,Female,Medium,High,Medium,76.5,26.3,Oily,92.4,32.1
56,Male,Low,Low,High,32,16.8,Dry,38.6,75.1
18,Female,Low,Low,High,50.1,14.7,Dry,47.6,25.9
24,Male,Low,Low,High,23.9,18.1,Dry,51.5,34
59,Male,Medium,Medium,Medium,40.9,20.5,Normal,93.8,39
24,Male,Medium,High,Low,53.4,31.1,Oily,100,15
42,Male,Medium,Medium,Medium,58.6,21.4,Normal,100,34.1
51,Female,Medium,Medium,Medium,47.3,22.8,Normal,99,31
42,Female,High,Medium,Low,64.3,22.2,Normal,100,23.4
49,Male,Low,Low,High,40.1,15.1,Combination,34.2,69
50,Female,Low,High,Medium,75,23,Oily,64.4,51.5
59,Female,Medium,High,Medium,52.1,29.1,Oily,91.6,39
57,Male,Medium,High,Low,68.8,25.9,Oily,100,37
59,Male,Low,High,Medium,80,30.5,Oily,53.9,64.5
50,Male,Low,Low,High,24.4,19,Dry,24.7,70
41,Male,Low,High,Low,38.3,25,Combination,72.1,36.5
57,Male,Medium,Medium,Low,37.9,14.9,Oily,95.6,37
53,Female,Medium,High,Medium,80,28.5,Oily,83.2,34.4
53,Male,High,Medium,Medium,46.6,16.2,Normal,100,33
48,Female,High,High,Medium,57.1,22.6,Normal,100,28
39,Male,Low,Low,High,52.2,15.6,Dry,38.3,57.3
50,Female,Low,Low,High,27.7,17.2,Dry,37.5,70
23,Male,Medium,High,Medium,71.3,28.4,Oily,93.4,15
30,Male,Low,Low,High,22.9,15.7,Dry,40,48.7
26,Male,Low,High,Medium,62.9,25.7,Oily,68.8,23.7
39,Female,Low,High,Low,71.6,30.6,Oily,71.5,37.7
35,Male,Low,Low,High,24.8,15,Dry,28.2,55
56,Male,Low,Low,High,31.6,17.9,Dry,26.5,75.4
25,Male,Medium,High,Medium,33.4,17.7,Combination,97.2,15
44,Female,Low,Low,High,22.9,16,Dry,30.9,64
40,Male,Low,Low,High,43.1,14.6,Combination,47.4,50.6
26,Female,Low,Low,High,26.6,13.6,Dry,42.1,42.5
46,Male,Low,Low,High,30.9,13.7,Dry,34.7,66
53,Female,Medium,Medium,Low,64,13.8,Normal,97.8,33
49,Male,Low,Low,High,25.5,14,Dry,24.4,69
26,Male,High,Medium,Medium,31.1,15.6,Normal,100,15
20,Male,Low,High,Medium,76,22.9,Oily,68.9,18.6
38,Male,Low,Low,High,27.4,15.5,Dry,35.9,57.3
49,Female,Medium,Medium,Medium,59.1,25.8,Normal,96.1,39.5
44,Female,High,High,Medium,35.7,26.8,Combination,100,27.9
43,Female,Medium,Medium,Medium,51.5,18,Normal,100,29.4
32,Female,Medium,High,Low,66.1,25.1,Oily,100,15
33,Female,Medium,Medium,Medium,65.5,25.2,Combination,100,23.9
54,Male,Low,Low,High,25.9,13.6,Dry,20.1,74
22,Male,Low,Low,High,30.8,20,Dry,46.7,25.9
19,Male,High,Medium,Low,51,16,Normal,100,15
48,Female,Low,High,Medium,64.8,30.4,Oily,66.9,46.4
40,Male,Low,Low,High,25.5,16.5,Dry,42.8,60
45,Male,High,Medium,Low,46.6,16.9,Normal,100,29.1
